StaffID,Age,Gender,Department,Role,StoreRegion,EmploymentType,ShiftType,WeeklyHours,HourlyWage,TenureMonths,ManagerRating,TrainingHoursLastYear,CommuteMinutes,EngagementScore,CustomerSatRating
1674,20,Non-Binary,Warehouse,Warehouse Worker,Northeast,Full-Time,Morning,40,26.87,14,1,24,16,4.6,
1675,45,Female,Customer Service,Returns Specialist,Southeast,Part-Time,Morning,30,12.35,99,1,35,66,3.7,2.7
1676,59,Male,HR,Recruiter,Southwest,Part-Time,Afternoon,30,17.7,20,4,6,72,6.3,
1677,22,Female,Warehouse,Inventory Analyst,Southeast,Full-Time,Morning,40,27.8,10,5,15,32,5.6,
1678,50,Non-Binary,Sales Floor,Store Manager,Southeast,Full-Time,Rotating,40,31.29,151,4,14,64,7.2,3.4
1679,53,Non-Binary,Supply Chain,Procurement Analyst,Northeast,Part-Time,Evening,30,12.63,152,2,21,82,2.3,
1680,33,Non-Binary,Sales Floor,Store Associate,Southeast,Full-Time,Evening,40,19.22,6,2,23,46,4.9,4.3
1681,50,Male,Sales Floor,Store Manager,Southeast,Part-Time,Morning,30,29.85,88,2,9,49,4.9,4.4
1682,40,Female,Marketing,Digital Marketing Specialist,Northeast,Full-Time,Morning,45,27.23,110,1,7,90,5.1,
1683,50,Male,Warehouse,Receiving Clerk,Northeast,Full-Time,Morning,50,26.83,47,3,40,27,6.3,
1684,54,Non-Binary,Sales Floor,Visual Merchandiser,Northeast,Full-Time,Afternoon,40,12.98,141,5,13,33,4.8,3.7
1685,28,Male,Customer Service,Call Center Agent,Northeast,Full-Time,Afternoon,40,20.14,3,5,40,20,5.2,4.8
1686,52,Non-Binary,HR,HR Manager,Southeast,Full-Time,Evening,35,23.22,64,3,34,72,5.4,
1687,20,Non-Binary,IT,IT Manager,West Coast,Full-Time,Rotating,40,26.1,15,3,26,38,5.3,
1688,50,Male,Customer Service,Call Center Agent,Midwest,Full-Time,Morning,40,30.93,70,4,1,23,6.9,4.0
1689,53,Male,HR,Recruiter,Midwest,Part-Time,Morning,20,21.27,150,5,36,75,6.9,
1690,57,Female,Customer Service,CS Representative,Midwest,Full-Time,Evening,40,19.5,101,1,17,11,4.2,4.2
1691,33,Male,Supply Chain,Buyer,Midwest,Full-Time,Rotating,40,29.68,108,2,11,58,4.8,
1692,42,Non-Binary,Supply Chain,Buyer,West Coast,Full-Time,Morning,50,17.83,105,4,24,52,5.2,
1693,25,Non-Binary,HR,Training Coordinator,Southwest,Part-Time,Rotating,20,14.33,7,3,0,27,4.2,
1694,51,Non-Binary,Warehouse,Shift Supervisor,Midwest,Part-Time,Evening,25,29.77,86,5,23,7,5.9,
1695,52,Non-Binary,Sales Floor,Visual Merchandiser,Midwest,Full-Time,Rotating,40,13.33,169,3,20,61,2.8,2.8
1696,62,Male,Sales Floor,Cashier,West Coast,Full-Time,Morning,40,30.23,174,4,14,87,7.3,4.0
1697,46,Male,Warehouse,Inventory Analyst,Southwest,Part-Time,Evening,25,17.95,208,1,36,63,5.3,
1698,30,Non-Binary,Marketing,Digital Marketing Specialist,Southeast,Full-Time,Afternoon,40,32.81,75,2,31,41,5.5,
1699,27,Male,Warehouse,Inventory Analyst,Northeast,Full-Time,Morning,45,12.97,51,3,33,45,2.8,
1700,20,Female,Supply Chain,Demand Planner,Northeast,Full-Time,Evening,35,22.29,15,5,18,58,4.5,
1701,51,Non-Binary,Sales Floor,Store Associate,Northeast,Full-Time,Rotating,45,15.46,108,2,19,10,4.2,2.9
1702,53,Male,Warehouse,Inventory Analyst,Northeast,Full-Time,Morning,45,25.77,234,2,29,15,5.9,
1703,28,Male,HR,Training Coordinator,West Coast,Full-Time,Afternoon,35,25.97,95,3,13,81,5.9,
1704,30,Female,Customer Service,Call Center Agent,West Coast,Full-Time,Evening,35,16.62,82,3,29,19,5.7,3.7
1705,56,Non-Binary,Sales Floor,Department Lead,Southwest,Part-Time,Afternoon,25,25.76,237,5,1,61,6.4,4.5
1706,40,Male,Sales Floor,Store Associate,Midwest,Full-Time,Afternoon,45,20.78,70,5,28,62,5.8,4.0
1707,52,Non-Binary,Sales Floor,Department Lead,West Coast,Part-Time,Rotating,20,19.9,232,2,23,77,2.7,3.0
1708,34,Non-Binary,Warehouse,Inventory Analyst,Midwest,Part-Time,Evening,20,12.31,185,2,4,5,2.6,
1709,44,Female,Customer Service,Returns Specialist,Southwest,Part-Time,Morning,20,23.43,182,4,28,78,6.3,4.3
1710,58,Non-Binary,Supply Chain,Demand Planner,Southwest,Full-Time,Morning,45,26.08,183,4,37,71,7.7,
1711,49,Non-Binary,Supply Chain,Demand Planner,Northeast,Full-Time,Afternoon,50,25.99,169,5,4,6,4.6,
1712,61,Non-Binary,Sales Floor,Visual Merchandiser,Midwest,Part-Time,Rotating,30,19.91,39,3,20,57,3.7,3.2
1713,19,Female,Finance,Payroll Specialist,Midwest,Full-Time,Evening,40,34.01,6,5,18,69,7.9,
1714,36,Female,Customer Service,Returns Specialist,Southwest,Part-Time,Morning,20,22.66,47,2,14,43,3.1,3.9
1715,29,Male,Finance,Accountant,Midwest,Full-Time,Afternoon,40,23.38,73,1,15,64,3.4,
1716,65,Male,Customer Service,Returns Specialist,Northeast,Full-Time,Rotating,40,20.39,204,5,21,34,5.1,3.7
1717,38,Male,Sales Floor,Store Manager,Northeast,Part-Time,Morning,30,12.11,204,2,17,68,4.5,4.8
1718,52,Female,Sales Floor,Store Manager,Southwest,Part-Time,Morning,20,22.75,225,4,17,23,6.9,2.5
1719,58,Non-Binary,Warehouse,Warehouse Worker,Southwest,Part-Time,Afternoon,25,31.97,151,1,2,72,5.0,
1720,58,Female,Customer Service,CS Manager,Northeast,Part-Time,Morning,20,19.42,99,4,3,40,5.2,4.1
1721,24,Male,Sales Floor,Store Associate,Midwest,Part-Time,Afternoon,25,17.75,16,2,36,52,3.5,3.1
1722,31,Male,Sales Floor,Store Manager,Northeast,Full-Time,Afternoon,50,22.8,146,5,7,41,4.3,4.8
1723,23,Non-Binary,Marketing,Marketing Manager,Southwest,Full-Time,Morning,40,29.81,4,2,5,5,5.1,
1724,59,Male,HR,HR Generalist,Midwest,Full-Time,Afternoon,40,28.81,222,5,19,20,7.9,
1725,60,Male,Warehouse,Forklift Operator,Northeast,Part-Time,Morning,25,17.53,28,2,7,60,4.8,
1726,37,Male,Marketing,Marketing Manager,Northeast,Full-Time,Afternoon,45,37.28,173,4,9,87,6.6,
1727,41,Female,Marketing,Digital Marketing Specialist,Southwest,Full-Time,Afternoon,40,44.68,38,2,3,86,5.3,
1728,46,Female,Customer Service,CS Representative,Southwest,Full-Time,Morning,45,14.85,216,5,19,39,5.3,4.5
1729,59,Non-Binary,Sales Floor,Store Manager,Southeast,Part-Time,Afternoon,30,24.6,192,1,29,90,4.5,3.6
1730,54,Male,Customer Service,Call Center Agent,Northeast,Full-Time,Morning,40,31.06,47,2,34,49,4.3,2.8
1731,60,Male,Warehouse,Shift Supervisor,West Coast,Full-Time,Evening,40,14.01,66,4,8,26,5.4,
1732,59,Female,Warehouse,Inventory Analyst,Midwest,Full-Time,Afternoon,40,22.99,192,3,30,9,5.8,
1733,48,Male,Customer Service,Call Center Agent,Northeast,Part-Time,Morning,25,23.27,38,2,14,39,3.3,2.7
1734,57,Male,Customer Service,CS Manager,Northeast,Full-Time,Afternoon,35,21.07,164,2,13,20,5.7,3.8
1735,59,Non-Binary,Customer Service,CS Manager,Northeast,Part-Time,Rotating,30,24.29,93,2,16,37,3.9,2.5
1736,48,Non-Binary,HR,HR Generalist,West Coast,Full-Time,Evening,40,27.53,192,3,2,37,7.2,
1737,64,Male,Customer Service,Returns Specialist,West Coast,Full-Time,Afternoon,40,12.35,228,3,23,39,4.3,3.4
1738,62,Female,Sales Floor,Store Associate,Southwest,Full-Time,Evening,50,23.67,147,2,11,70,4.0,4.8
1739,46,Non-Binary,IT,POS Technician,Southeast,Full-Time,Rotating,40,28.4,233,3,21,7,5.5,
1740,45,Male,Marketing,Brand Analyst,Northeast,Full-Time,Afternoon,35,22.31,51,3,36,25,4.7,
1741,64,Male,Sales Floor,Visual Merchandiser,West Coast,Part-Time,Evening,30,16.89,225,1,27,53,4.3,2.8
1742,18,Female,Supply Chain,Logistics Coordinator,Southeast,Full-Time,Evening,45,28.25,1,2,20,79,5.5,
1743,63,Male,Sales Floor,Department Lead,Midwest,Full-Time,Evening,45,17.29,104,4,13,48,6.6,3.5
1744,41,Female,Marketing,Social Media Coordinator,Southeast,Full-Time,Rotating,45,24.33,194,4,7,59,6.4,
1745,31,Female,Warehouse,Warehouse Worker,Southwest,Part-Time,Rotating,30,22.18,63,1,28,19,4.3,
1746,55,Female,Customer Service,CS Manager,Midwest,Full-Time,Rotating,50,16.53,165,4,38,27,4.6,3.2
1747,46,Female,Customer Service,Returns Specialist,Southwest,Part-Time,Evening,20,26.74,162,2,26,12,5.5,3.1
1748,31,Female,Warehouse,Warehouse Worker,Midwest,Part-Time,Evening,20,18.56,73,5,6,59,6.5,
1749,24,Female,Customer Service,CS Representative,Southwest,Part-Time,Evening,30,23.08,66,4,0,71,6.0,4.6
1750,42,Non-Binary,Warehouse,Warehouse Worker,Southeast,Full-Time,Afternoon,40,29.63,225,2,34,60,5.7,
1751,44,Male,Sales Floor,Cashier,Southeast,Full-Time,Evening,50,20.38,100,5,3,53,5.1,3.1
1752,60,Non-Binary,Warehouse,Shift Supervisor,Southeast,Part-Time,Rotating,30,20.93,50,1,16,63,3.7,
1753,44,Female,IT,IT Manager,Northeast,Full-Time,Morning,45,24.53,66,2,12,37,3.5,
1754,62,Female,Marketing,Digital Marketing Specialist,Midwest,Full-Time,Morning,35,38.51,68,2,27,17,5.2,
1755,22,Male,Supply Chain,Logistics Coordinator,West Coast,Part-Time,Afternoon,25,24.76,36,1,31,6,3.8,
1756,18,Non-Binary,Warehouse,Shift Supervisor,Southwest,Full-Time,Afternoon,45,24.95,1,1,34,47,4.5,
1757,54,Non-Binary,Marketing,Marketing Manager,Southwest,Part-Time,Afternoon,30,43.86,104,3,26,78,5.2,
1758,51,Female,Finance,Controller,Midwest,Full-Time,Afternoon,40,22.65,99,3,3,42,4.6,
1759,30,Male,Sales Floor,Cashier,Northeast,Part-Time,Rotating,25,17.68,1,5,26,16,5.8,3.4
1760,50,Male,Sales Floor,Visual Merchandiser,Northeast,Part-Time,Morning,30,25.05,144,5,33,67,7.4,4.7
1761,50,Female,Sales Floor,Visual Merchandiser,Southeast,Full-Time,Morning,45,22.77,118,2,29,77,3.7,4.0
1762,65,Female,Marketing,Brand Analyst,West Coast,Part-Time,Morning,30,42.86,225,2,3,20,4.4,
1763,28,Female,Marketing,Social Media Coordinator,West Coast,Part-Time,Evening,30,31.77,107,4,13,11,6.6,
1764,23,Non-Binary,Customer Service,Call Center Agent,Southeast,Part-Time,Afternoon,25,30.52,30,5,22,55,6.7,5.0
1765,25,Non-Binary,Warehouse,Warehouse Worker,Northeast,Full-Time,Morning,45,16.85,43,2,7,59,3.7,
1766,33,Male,Warehouse,Forklift Operator,Northeast,Part-Time,Afternoon,25,31.17,68,1,11,7,5.1,
1767,18,Female,Sales Floor,Visual Merchandiser,Southwest,Full-Time,Afternoon,35,21.02,1,5,28,9,4.9,2.8
1768,25,Male,Warehouse,Inventory Analyst,Southeast,Part-Time,Rotating,30,23.69,7,1,30,8,3.9,
1769,37,Female,Customer Service,Call Center Agent,Southwest,Full-Time,Afternoon,40,18.46,68,2,17,51,4.9,4.5
1770,59,Female,Marketing,Marketing Manager,Midwest,Part-Time,Rotating,25,31.38,165,1,1,15,4.0,
1771,36,Male,Warehouse,Shift Supervisor,West Coast,Full-Time,Afternoon,50,12.79,113,1,26,81,2.4,
1772,64,Non-Binary,Sales Floor,Store Manager,West Coast,Full-Time,Evening,40,26.92,157,3,35,47,7.0,3.2
1773,55,Male,Warehouse,Receiving Clerk,Southeast,Full-Time,Morning,45,29.54,41,2,40,53,5.1,
1774,42,Female,IT,POS Technician,Southwest,Full-Time,Rotating,35,34.21,240,5,13,11,7.9,
1775,35,Non-Binary,HR,Training Coordinator,Southwest,Part-Time,Evening,20,22.36,60,2,23,62,4.0,
1776,28,Non-Binary,HR,Training Coordinator,Midwest,Part-Time,Afternoon,30,22.24,72,4,40,37,5.2,
1777,55,Non-Binary,Sales Floor,Department Lead,Southwest,Full-Time,Evening,40,23.8,167,1,33,59,3.2,3.1
1778,32,Male,Warehouse,Forklift Operator,West Coast,Full-Time,Evening,40,21.03,152,4,0,8,5.7,
1779,44,Male,Customer Service,CS Manager,West Coast,Part-Time,Evening,30,28.53,193,5,19,85,7.0,3.8
1780,44,Female,Supply Chain,Buyer,Southeast,Full-Time,Evening,35,30.3,60,1,24,68,5.9,
1781,58,Male,Marketing,Marketing Manager,Midwest,Part-Time,Evening,30,35.47,176,3,32,28,6.4,
1782,54,Non-Binary,Customer Service,Returns Specialist,Midwest,Full-Time,Morning,40,23.46,45,1,22,71,3.4,2.7
1783,42,Non-Binary,Warehouse,Receiving Clerk,Midwest,Full-Time,Evening,45,19.68,17,4,4,38,5.4,
1784,19,Non-Binary,Marketing,Brand Analyst,Northeast,Full-Time,Rotating,35,31.47,6,2,17,59,4.4,
1785,65,Male,Marketing,Social Media Coordinator,West Coast,Full-Time,Evening,45,34.69,107,4,25,63,6.9,
1786,35,Non-Binary,Finance,Accountant,Southeast,Part-Time,Rotating,20,33.1,83,5,32,43,6.4,
1787,48,Male,Warehouse,Forklift Operator,Southeast,Full-Time,Rotating,50,27.79,190,5,37,85,5.2,
1788,19,Female,Sales Floor,Visual Merchandiser,West Coast,Full-Time,Rotating,40,16.91,5,2,8,39,3.5,4.8
1789,45,Female,IT,IT Support,Northeast,Full-Time,Evening,40,36.13,35,4,4,69,6.6,
1790,30,Female,Warehouse,Warehouse Worker,Southwest,Full-Time,Evening,40,15.97,30,1,38,56,4.8,
1791,23,Female,Customer Service,Call Center Agent,Northeast,Full-Time,Morning,40,23.17,34,3,17,9,5.7,4.2
1792,32,Male,Customer Service,CS Representative,West Coast,Part-Time,Rotating,30,24.8,86,3,3,70,4.8,3.4
1793,41,Female,Finance,Financial Analyst,West Coast,Full-Time,Evening,50,33.39,161,4,21,60,6.4,
1794,26,Male,IT,Systems Administrator,West Coast,Full-Time,Evening,45,44.91,87,2,12,67,5.2,
1795,36,Female,Customer Service,Returns Specialist,Midwest,Full-Time,Morning,40,14.92,144,2,29,34,2.7,3.8
1796,34,Non-Binary,Warehouse,Receiving Clerk,Southwest,Full-Time,Evening,40,28.54,181,2,36,60,5.0,
1797,20,Male,Supply Chain,Logistics Coordinator,Northeast,Part-Time,Morning,30,31.79,4,4,23,24,7.1,
1798,27,Female,Finance,Financial Analyst,Southwest,Part-Time,Evening,25,25.53,33,5,9,9,6.4,
1799,21,Female,Supply Chain,Logistics Coordinator,Southwest,Full-Time,Rotating,50,20.8,13,1,3,77,2.8,
1800,50,Non-Binary,Warehouse,Inventory Analyst,Southeast,Full-Time,Afternoon,50,27.5,226,4,35,37,7.3,
